NA,dataset,par,Aa,Ad,Ca,Mea,Med,AaAa,AaAd,AaCa,AdAd,AdCa,Xa,AdXa,XaXa,XaCa,Ya,AdYa,XaYa,YaCa,Xd,AaXa,AaXd,AdXd,XaXd,XdXd,XdCa,AaYa
337,reprod.dros.csv,Model Weighted Average,-0.221266172,0.057933757,0.00617284,0,0.032736082,-2.572744216,NA,NA,-0.021699267,0,0.489510283,2.703178094,-0.336037004,-0.038368939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,reprod.dros.csv,Unconditional Standard Error,0.540737355,0.172035283,0.013503455,0,0.06919331,0.78534722,NA,NA,0.072227603,0,0.648878248,2.343583735,0.614252405,0.077801735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,reprod.dros.csv,vi,0.326166676,0.025687819,0.019776317,0.006270556,0.020942216,0.841895481,NA,NA,0.021987416,0.005318403,0.358259793,0.580513689,0.116959362,0.025687819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,seed.product.csv,Model Weighted Average,-51.50743279,-573.2229049,NA,NA,NA,92.62023573,163.7847809,NA,70.93829792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,seed.product.csv,Unconditional Standard Error,113.7774485,639.860836,NA,NA,NA,248.0554394,335.3750148,NA,355.4728925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,seed.product.csv,vi,0.292950391,0.618469839,NA,NA,NA,0.35706945,0.307078687,NA,0.405162827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,seedweight.data.csv,Model Weighted Average,-0.384353199,0.010952841,NA,NA,NA,0.250228168,0,NA,0.007043945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,seedweight.data.csv,Unconditional Standard Error,0.032755675,0.021245138,NA,NA,NA,0.038594633,0,NA,0.013732172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,seedweight.data.csv,vi,0.999787652,0.122997362,NA,NA,NA,0.977308032,0.011623294,NA,0.119043471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,silking_data.csv,Model Weighted Average,-0.135987525,-1.080197952,NA,NA,NA,1.157967808,-0.02315482,NA,0.242646596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,silking_data.csv,Unconditional Standard Error,0.279080414,1.692531659,NA,NA,NA,1.347674259,0.188401833,NA,0.808152732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,silking_data.csv,vi,0.159458175,0.309590902,NA,NA,NA,0.511183803,0.062463946,NA,0.143349698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,sin.cro.csv,Model Weighted Average,-4.37954398,4.965810619,2.599344136,1.03376132,1.359452293,-1.925771088,4.437824126,-1.089618453,4.522507491,2.22265338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,sin.cro.csv,Unconditional Standard Error,6.546083176,8.382069797,3.704804583,2.156858593,2.513778531,4.13198414,8.511245216,2.495361834,7.327726372,5.300174805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,sin.cro.csv,vi,0.393610748,0.338743268,0.430604196,0.231713511,0.269398387,0.223538057,0.248721314,0.200594716,0.354865999,0.43441114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,size.dros.csv,Model Weighted Average,-1.648829283,0.122667972,NA,NA,NA,0.66839071,0.030278323,NA,0.091003653,NA,-0.170028143,0.064205491,0.037271379,NA,NA,NA,NA,NA,4.557044094,0.432371998,-0.002080971,0.316509918,-0.023712689,-2.745033363,NA,NA
353,size.dros.csv,Unconditional Standard Error,0.476319645,0.545351627,NA,NA,NA,0.914862682,0.197707949,NA,0.316619139,NA,0.311617549,0.215039273,0.134482989,NA,NA,NA,NA,NA,2.503816708,0.667347725,0.129756186,0.668539982,0.177339801,2.483516789,NA,NA
354,size.dros.csv,vi,0.930965428,0.226221649,NA,NA,NA,0.439486213,0.116471286,NA,0.181556874,NA,0.231734379,0.16440594,0.139763209,NA,NA,NA,NA,NA,0.91524649,0.372697718,0.114257534,0.197393763,0.103012415,0.670638604,NA,NA
355,skin_data.csv,Model Weighted Average,13.08658113,0.04365373,NA,NA,NA,-0.11393771,-0.219954748,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,skin_data.csv,Unconditional Standard Error,0.500891816,0.104796152,NA,NA,NA,0.232933713,0.529977269,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,skin_data.csv,vi,0.999999319,0.049084046,NA,NA,NA,0.109777025,0.055005975,NA,0.039809056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,SO.fecundity.csv,Model Weighted Average,6.797952597,2.013842663,0,NA,NA,0,NA,NA,0,0,0.892198689,-11.81150782,0,-2.013842663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,SO.fecundity.csv,Unconditional Standard Error,4.54094206,2.022133121,0,NA,NA,0,NA,NA,0,0,4.539047087,9.1607153,0,2.022133121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,SO.fecundity.csv,vi,0.668562038,0.489378883,7.69E-05,NA,NA,0.000803453,NA,NA,0.017490818,4.26E-05,0.662783234,0.6627097,0.001714776,0.489378883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,SO.fem.starv.csv,Model Weighted Average,-35.6421741,-1.838624458,-0.112206045,NA,NA,-5.655443491,NA,NA,-9.678036688,0.170437137,-2.006661899,13.22563845,-3.310131873,1.838624458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,SO.fem.starv.csv,Unconditional Standard Error,35.45175509,9.582643783,0.70688474,NA,NA,12.04365194,NA,NA,18.58747918,0.812410927,8.030027158,27.58449635,11.70621759,9.582643783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,SO.fem.starv.csv,vi,0.564385548,0.09833455,0.04510921,NA,NA,0.107412662,NA,NA,0.177028728,0.039917219,0.139246503,0.107113005,0.090049684,0.09833455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,SO.fem.time.csv,Model Weighted Average,-5.639629047,-0.178117326,-0.020075879,NA,NA,-0.006298627,NA,NA,-0.294113029,-0.017761309,-0.251089655,0.554815337,0.07657979,0.178117326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,SO.fem.time.csv,Unconditional Standard Error,1.883379175,0.372151527,0.052274324,NA,NA,0.100322077,NA,NA,0.567640157,0.046486196,0.664131657,1.181170985,0.179301986,0.372151527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,SO.fem.time.csv,vi,0.887658756,0.076696124,0.030613319,NA,NA,0.032390793,NA,NA,0.127668547,0.034906503,0.095367157,0.055851402,0.044609949,0.076696124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,SO.femwt.csv,Model Weighted Average,-0.129216233,-0.020485664,0,NA,NA,0,NA,NA,0,0,-0.045858116,0.166716233,0,0.020485664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,SO.femwt.csv,Unconditional Standard Error,0.08627015,0.020706782,0,NA,NA,0,NA,NA,0,0,0.086202385,0.172515921,0,0.020706782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,SO.femwt.csv,vi,0.674337679,0.483653841,0.001011478,NA,NA,0.000841708,NA,NA,0.012868951,0.000494348,0.651199463,0.651185671,0.002739062,0.483653841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,SO.male.starv.csv,Model Weighted Average,-71.5290052,-3.502774271,-1.013031904,NA,NA,0.802223435,NA,NA,-0.140434853,3.814266404,-2.515237474,4.354592165,0.032745769,NA,-2.498101755,-3.814266404,1.751387135,0.401111717,NA,NA,NA,NA,NA,NA,NA,NA
371,SO.male.starv.csv,Unconditional Standard Error,18.74973786,6.160460156,3.011307635,NA,NA,1.680390344,NA,NA,0.363646328,5.982073635,6.14978022,8.116193251,0.132869072,NA,4.624942113,5.982073635,3.080230078,0.840195172,NA,NA,NA,NA,NA,NA,NA,NA
372,SO.male.starv.csv,vi,0.890726011,0.153115313,0.102349034,NA,NA,0.045503532,NA,NA,0.013548151,0.233293434,0.102237236,0.1014012,0.006656324,NA,0.103205528,0.233293434,0.153115313,0.045503532,NA,NA,NA,NA,NA,NA,NA,NA
373,SO.male.time.csv,Model Weighted Average,-4.779334372,-0.058178951,-0.058370579,NA,NA,0.0126406,NA,NA,-0.099918521,-0.087583467,-0.706245461,0.151254037,-0.062012277,NA,-0.465728325,0.087583467,0.029089476,0.0063203,NA,NA,NA,NA,NA,NA,NA,NA
374,SO.male.time.csv,Unconditional Standard Error,2.301008178,0.131629331,0.121639073,NA,NA,0.040280859,NA,NA,0.210963059,0.46280871,1.201496944,0.367459264,0.139957115,NA,0.848425401,0.46280871,0.065814666,0.020140429,NA,NA,NA,NA,NA,NA,NA,NA
375,SO.male.time.csv,vi,0.770239626,0.040294014,0.035817328,NA,NA,0.017817147,NA,NA,0.080411294,0.087729888,0.18511813,0.087207738,0.040319502,NA,0.129828759,0.087729888,0.040294014,0.017817147,NA,NA,NA,NA,NA,NA,NA,NA
376,SO.malewt.csv,Model Weighted Average,-0.093124523,0,-0.007279328,NA,NA,0,NA,NA,0,0.009734526,-0.014862488,0.024290206,0,NA,-0.005425106,-0.009734526,0,0,NA,NA,NA,NA,NA,NA,NA,NA
377,SO.malewt.csv,Unconditional Standard Error,0.047274902,0,0.013468223,NA,NA,0,NA,NA,0,0.018762122,0.031125714,0.039468975,0,NA,0.010521055,0.018762122,0,0,NA,NA,NA,NA,NA,NA,NA,NA
378,SO.malewt.csv,vi,0.756557596,0.000743557,0.145354661,NA,NA,0.001069746,NA,NA,0.000722474,0.319520491,0.297899399,0.319682265,0.001832988,NA,0.123571297,0.319520491,0.000743557,0.001069746,NA,NA,NA,NA,NA,NA,NA,NA
379,stalk.years.csv,Model Weighted Average,-0.009170665,-0.000735054,-0.004245603,NA,NA,0.003095362,-0.014495714,0.000735054,0.001996025,-0.002747251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,stalk.years.csv,Unconditional Standard Error,0.018514345,0.012189061,0.009574825,NA,NA,0.014692861,0.035054001,0.012189061,0.012823427,0.010272663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,stalk.years.csv,vi,0.260940305,0.136344892,0.235826288,NA,NA,0.150801436,0.218277505,0.136344892,0.149897595,0.182579607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,stickleback_data2.csv,Model Weighted Average,0.387038211,0.33051676,0.064791485,NA,NA,-0.780224571,-1.18719844,-0.33051676,0.370861851,-0.38740339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,stickleback_data2.csv,Unconditional Standard Error,0.824433927,76.02728413,0.452402003,NA,NA,85.47792598,35.70283631,76.02728413,104.9641242,17.61760066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,stickleback_data2.csv,vi,0.228650115,0.163466379,0.19858376,NA,NA,0.177843324,0.194944303,0.163466379,0.177840219,0.193186064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,surviv.csv,Model Weighted Average,-0.149793871,0,0,0,0,0,NA,NA,-2.803539347,0.795820878,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,surviv.csv,Unconditional Standard Error,0.013787934,0,0,0,0,0,NA,NA,0.018894279,0.012738657,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,surviv.csv,vi,0.971461272,2.31E-05,0.015209241,0.000713818,2.34E-05,2.34E-05,NA,NA,0.999948473,0.992384273,0.015208301,5.03E-06,2.37E-05,2.31E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,txh.end.csv,Model Weighted Average,0.670544612,-0.03319932,-0.273235546,0.325444871,0.295219112,0.268933085,-1.160840126,-0.429349912,-0.054629576,-0.452829207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,txh.end.csv,Unconditional Standard Error,0.694871113,0.094541879,0.490865233,0.428715149,0.469890504,0.624864177,1.897223205,0.798983214,0.117597556,0.702500056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,txh.end.csv,vi,0.532258176,0.055534619,0.380295197,0.400883837,0.248448439,0.134579033,0.22742042,0.137880645,0.064055777,0.279959605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,txh.F1.csv,Model Weighted Average,0.056668586,-0.06555734,-0.015103846,0.05950574,0.071893231,0.082392489,-1.282309529,-0.080305418,-0.107869622,-0.09028999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,txh.F1.csv,Unconditional Standard Error,0.105289429,0.144488213,0.055586704,0.100963522,0.133111993,0.187098772,1.588979511,0.190592447,0.214493494,0.172905437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,txh.F1.csv,vi,0.205172117,0.123417354,0.155574493,0.268760672,0.19149814,0.126838544,0.452272014,0.125021849,0.152402548,0.172422986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,txh.F3.csv,Model Weighted Average,-0.010062645,-0.852473693,-0.02409484,0.017260909,0.755105721,-0.154636569,-0.094372749,-0.432416049,-0.63614638,0.0464867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,txh.F3.csv,Unconditional Standard Error,0.023652632,1.317826619,0.05173469,0.04587203,0.855139837,0.539367794,0.379853965,0.982953098,0.873033951,0.164175204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,txh.F3.csv,vi,0.052343862,0.359980739,0.070767945,0.064745364,0.482024108,0.201895234,0.056288666,0.335479226,0.39029054,0.104309685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,txh.ft.csv,Model Weighted Average,-0.280864059,0.515747068,-0.028435226,0.190263852,0.054352739,-0.497233931,-0.434052945,-0.174211266,-3.605026645,0.064050034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,txh.ft.csv,Unconditional Standard Error,0.444848497,1.429605977,0.051794787,0.416177709,0.120858398,0.788748922,1.12806995,0.403994661,1.649093714,0.150584069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,txh.ft.csv,vi,0.281511128,0.380995485,0.161119201,0.263273203,0.056968798,0.373895832,0.148338524,0.126955735,0.812930551,0.063678879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,txh.hl.csv,Model Weighted Average,0.158343568,0.40576752,0.056153207,0.060621939,0.024454162,-0.259659403,0.008652228,-0.712752185,0.277668046,-0.031589666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,txh.hl.csv,Unconditional Standard Error,0.17053049,0.54395641,0.116266261,0.143454625,0.14910596,0.403165051,0.020280592,0.607496246,0.349565163,0.061576139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,txh.hl.csv,vi,0.474916663,0.335570363,0.285579251,0.363453209,0.301678598,0.237664962,0.021632749,0.569544471,0.395713513,0.068783802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,txh.hw.csv,Model Weighted Average,0.487152244,-0.002679802,-0.006805791,0.179144187,0.103635008,0.000553226,-0.03877366,-0.005714995,-0.002166833,-0.180280071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,txh.hw.csv,Unconditional Standard Error,0.278596614,0.020740666,0.025352441,0.265470917,0.170223002,0.005585771,0.088619197,0.017690323,0.009204113,0.277311424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,txh.hw.csv,vi,0.724110399,0.056139934,0.077212991,0.305803349,0.259461395,0.050693434,0.070762847,0.057750819,0.048129979,0.296225081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,txh.orb.csv,Model Weighted Average,0.121327765,-0.014554647,0.008998682,0.036384322,0.071160141,0.020570091,-0.403687301,-0.021570981,-0.003860091,-0.03868121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,txh.orb.csv,Unconditional Standard Error,0.205967415,0.075644709,0.050499453,0.08557403,0.20377857,0.078909209,0.80069866,0.087702804,0.059026769,0.092955818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,txh.orb.csv,vi,0.305703626,0.108996645,0.152992704,0.17304131,0.11952132,0.110976152,0.214483639,0.110115218,0.111758812,0.149764605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,txh.parl.csv,Model Weighted Average,-0.006686971,0.087170987,0.067885643,-0.028153461,-0.686798737,-0.039732425,0.842833681,1.079182795,-0.133217759,0.148167576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,txh.parl.csv,Unconditional Standard Error,0.024686509,0.445754387,0.131634081,0.076431345,0.894943137,0.754819787,1.650261008,1.426553172,0.422775196,0.307079577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,txh.parl.csv,vi,0.054722942,0.144080507,0.109107049,0.075753926,0.38939351,0.313499007,0.266299168,0.401661701,0.164778251,0.15922799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,txh.svl.log.csv,Model Weighted Average,5.65E-05,-0.001808741,0.000510641,-0.000172474,-0.011637321,0.02302647,0.001039132,0.037350644,0.002245478,0.000515206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,txh.svl.log.csv,Unconditional Standard Error,0.0005862,0.016973532,0.001286616,0.000795392,0.020426142,0.034984254,0.009342904,0.043511841,0.011302198,0.002645039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,txh.svl.log.csv,vi,0.057363023,0.169032807,0.067137418,0.059326821,0.219782384,0.356978319,0.066567163,0.480033816,0.13157867,0.068266519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,txh.tib.csv,Model Weighted Average,0.09216334,-0.001010203,0.021207892,0.061102688,0.049122877,-0.001910223,-0.038855352,-0.009624932,0.003051929,-0.029395608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,txh.tib.csv,Unconditional Standard Error,0.13473593,0.046560461,0.08529551,0.115936154,0.132657605,0.034020881,0.154491912,0.050186504,0.061647754,0.082684685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,txh.tib.csv,vi,0.389077972,0.072676514,0.25346013,0.303141328,0.09794816,0.073715948,0.084415363,0.075512682,0.071413816,0.099953185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,txh.tymp.csv,Model Weighted Average,0.322718501,-0.226728186,0.160930023,0.074549534,0,0.448227118,-4.012453426,-0.203070333,-0.003590069,-0.282254818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,txh.tymp.csv,Unconditional Standard Error,0.439288479,0.418261823,0.303728237,0.269719296,0,0.771087654,3.171285204,0.649791809,0.211107603,0.468748898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,txh.tymp.csv,vi,0.346239837,0.155982087,0.44851174,0.358225571,0.012836891,0.202518828,0.616071987,0.184811107,0.130911848,0.239538981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,txw.end.csv,Model Weighted Average,0.003015635,-0.015994674,0.000452922,0.002034331,0.002887232,0.000677391,0.024530993,-0.000219291,0.009469642,-0.012507558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,txw.end.csv,Unconditional Standard Error,0.025163203,0.044895277,0.005706657,0.010508134,0.008718815,0.014150488,0.059186924,0.005172907,0.029337022,0.018681518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,txw.end.csv,vi,0.333296622,0.182302014,0.260080522,0.343675779,0.260736424,0.168902148,0.34157178,0.212347016,0.182444214,0.419857453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,txw.F1.csv,Model Weighted Average,0.028353686,0.063338705,-0.006101881,0.01020129,0.049316079,2.015147208,-0.109924754,-0.070309067,0.086324583,-0.044737175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,txw.F1.csv,Unconditional Standard Error,0.057527199,0.347027812,0.028450088,0.033889892,0.097699458,0.40414619,0.221859055,0.130481203,0.206807602,0.083929744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,txw.F1.csv,vi,0.224942306,0.24398711,0.179026319,0.178366988,0.245274282,0.969754238,0.226124625,0.265511124,0.221810974,0.252543428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,txw.F3.csv,Model Weighted Average,-0.008568649,0.003072462,0.005546424,0.037694711,0.029050004,-0.001216282,-0.002580033,0.062120355,0.026383312,-0.053009489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,txw.F3.csv,Unconditional Standard Error,0.033357201,0.035746077,0.031189716,0.03927567,0.041083403,0.010417864,0.037423508,0.049437385,0.041071308,0.047946275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,txw.F3.csv,vi,0.457573145,0.32349753,0.489616193,0.651676486,0.567254658,0.182576252,0.346920741,0.74970572,0.420815261,0.730575844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,txw.ft.csv,Model Weighted Average,0.018032477,-0.714577743,0.00380287,0.009703455,0.029084779,0.273703416,-0.729301331,0.000122339,0.463257971,-0.003193892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,txw.ft.csv,Unconditional Standard Error,0.055404802,1.193215333,0.040149632,0.044083108,0.12712705,0.592521939,0.939852372,0.169474806,0.850662112,0.040859279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,txw.ft.csv,vi,0.163625046,0.393779188,0.16791945,0.156128879,0.204912413,0.46204024,0.482372361,0.214932064,0.322412212,0.14908994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,txw.hl.csv,Model Weighted Average,-0.011134866,5.293795614,-0.022313699,0.057448336,0.422432663,0.634223781,-0.371391376,0.5323357,-3.593512488,-0.011388681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,txw.hl.csv,Unconditional Standard Error,0.027336848,1.489452832,0.054749131,0.101373932,0.267741901,0.692238768,0.509966276,0.349304769,0.835716904,0.029498263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,txw.hl.csv,vi,0.08624876,0.994890573,0.145925769,0.23186413,0.745120418,0.551042251,0.385917692,0.721829552,0.998828052,0.095136642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,txw.hw.csv,Model Weighted Average,0.017321733,-0.020637143,-0.041933494,0.053160193,0.313290071,0.034655592,-0.11469112,-0.011290869,-0.004726907,-0.024786048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,txw.hw.csv,Unconditional Standard Error,0.04828553,0.104207597,0.093090887,0.103971227,0.247520717,0.094284504,0.24469333,0.074338408,0.083649358,0.063533972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,txw.hw.csv,vi,0.184022259,0.180117408,0.241750858,0.230858628,0.695315582,0.185200555,0.221435351,0.21135458,0.185709322,0.191884394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,txw.orb.csv,Model Weighted Average,-0.06587137,-0.047308018,-0.110757401,0.059355686,0.221530643,0.361911655,-0.714889935,0.622210307,0.233846172,-0.135121908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,txw.orb.csv,Unconditional Standard Error,0.149461521,0.371347264,0.19997983,0.165402311,0.332054465,0.493437628,0.898282711,0.553957559,0.427969949,0.224070586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,txw.orb.csv,vi,0.193573308,0.270203052,0.361433344,0.279236511,0.377745393,0.429580676,0.459023666,0.634881967,0.289802474,0.302370784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,txw.parl.csv,Model Weighted Average,-0.146028233,2.438551409,0.069251229,-0.194066417,-0.122049529,0.346946566,4.129510835,0.390873759,-2.149760658,-0.400562324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,txw.parl.csv,Unconditional Standard Error,0.353024832,2.989670861,0.353417551,0.258478967,0.236940028,1.043948091,1.108999581,0.698660026,2.109524116,0.482472872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,txw.parl.csv,vi,0.294412167,0.548737634,0.365047163,0.428022241,0.185154468,0.333537976,0.99027702,0.440885722,0.680767096,0.491093115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,txw.svl.log.csv,Model Weighted Average,0.004530949,0.025873073,-0.014545265,-0.038279522,-0.023503033,0.128383342,0.053698577,-0.067693979,0.037802579,0.005325623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,txw.svl.log.csv,Unconditional Standard Error,0.017745622,0.109027726,0.036555438,0.04520381,0.045266747,0.12171443,0.087749618,0.075999104,0.071496914,0.016532083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
